Identificador,Nome,Linhas de Pesquisa,Membros de Corpo Editorial,Revisores de Periódico,Revisores de Projeto de Fomento,Áreas de Atuação
7539824515688975,Michael Ferreira da Silva,,0,0,0,Sistemas de Informação
7555602671478917,Guilherme Alzamora Mendonça,,0,0,0,", Geotécnica, Lavra"
7555708910723173,Giancarlo Queiroz Pellegrino,"Modelos tight-binding unidimensionais sob ação de potenciais não-periódicos, Decoerência e caos no modelo Jaynes-Cummings com muitos átomos, Propriedades Espectrais de Operadores de Hamilton Discretos Aperiódicos, Indicadores clássicos para emaranhamento e transição de fase quânticos, Propriedades Espectrais de Operadores de Schrödinger Discretos Aperiódicos",0,0,0,"Física Geral, Física Geral"
7595646295392820,Michael Ferreira,Exploração da geometria das geodésicas em interface com o desenvolvimento sustentável,0,0,0,", Educação, "
7603285707049938,Ernane Rodrigues da Silva,,0,0,0,"EDUCAÇÃO, Projetos de Máquinas, Projetos de Máquinas, 3.03.03.06-0"
7603345949168931,Virgínia Sofia Franco,"Turismo e Desenvolvimento Sustentável, Objetivo: Refletir sobre as relações entre turismo e sustentabilidade no intuito de contribuir para o aprimoramento das ações no campo do turismo, a partir de uma visão global de suas possibilidades, riscos, limites e tendências, abordando os princípios, Turismo, Cultura e Educação, Objetivo: Desenvolver estudos acerca dos impactos nas comunidades onde a atividade turística acontece, analisando os aspectos culturais, ambientais, sociais e suas potencialidades e limitações para o aproveitamento turístico..",0,0,0,"Eventos, Hospedagem, Turismo, Educação, Administração, Meio ambiente"
7604729098577629,Dênis Geraldo Fortunato Fraga,,0,0,0,Engenharia do Produto
7607033097710657,Paulo César Lage de Oliveira,,0,0,0,"História da Filosofia, Metafísica"
7613126506226410,Joventino de Oliveira Campos,"Biomecânica computacional, Modelagem Computacional, Método de lattice Boltzmann, Eletrofisiologia cardíaca",0,0,0,"Métodos Numéricos, Computação de Alto Desempenho, Modelos Analíticos e de Simulação, Modelagem de Sistemas Biológicos"
7618945227851788,Italo Brener de Carvalho,"Estratégia, Marcadologia e Inovação",0,0,0,"Administração de Empresas, Estratégia, Administração de Empresas, Administração de Empresas"
7631938032123523,Humberto Alencar da Paiva,,0,0,0,
7657029673843845,Isabela Meline Simões Lopes,"Tratamento de águas residuárias, Políticas Públicas e Gestão em Saneamento, Meio Ambiente e Recursos Hídricos",0,0,0,
7673666769370106,Eduardo de Oliveira Bueno Queiroz Fontes,,0,0,0,"Lingüística Aplicada, Lingüística Aplicada, Lingüística Aplicada, Estudos do Lazer"
7682666566745716,Izabella Fátima Oliveira de Sales,"História de Minas Geriais, História da Educação",0,0,0,
7689785700413274,Erriston Campos Amaral,,0,0,0,", Materiais Não-Metálicos, Materiais Não-Metálicos, Construção Civil"
7727418710186270,Amanda da Costa Vasconcelos de Moura,,0,0,0,
7729664237345333,Daniela Legnani de Souza Wilken,,0,0,0,
7731663662793325,Silvio Alves de Souza,,0,0,0,", Estatística, Métodos Numéricos"
7746448169449478,Márcio Augusto Gama Ricaldoni,,0,0,0,", "
7772480951349011,Alexandre Dias Linhares,,0,0,0,", Eletrônica Industrial, Sistemas e Controles Eletrônicos, Engenharia Econômica, Engenharia do Produto, , Gerência de Produção"
7780607681746333,Marcélio Prado Fontes,,0,0,0,Lavra
7787341723868111,Epaminondas de Souza Lage,,0,0,0,", Telecomunicações, Sistemas de Computação, Sistemas de Computação"
7789290996367754,Gisele Vidal Vimieiro,,0,0,0,
7790446102673486,Eduardo Habib Bechelane Maia,"Testes de Software, Engenharia de Software, Redes Neurais, Qualidade de Software, Processo de Software, Melhoria Contínua, Pesquisa Operacional, Recuperação de Informação, Big Data, Algoritmos e Estruturas de Dados, Desenvolvimento para Dispositivos Móveis, Triagem Virtual, Inteligência Artificial",0,0,0,
7793202528368217,Suéllen Cristina Vaz de Oliveira,,0,0,0,", Educação Física Escolar, Ação e Formação Profissional"
7793465081027513,José Elievam Bessa Júnior,"Engenharia de Tráfego, Simulação de Tráfego, Capacidade viária e nível de serviço, Controle de tráfego urbano, Operação de transportes, Planejamento de transportes",0,0,0,", Planejamento dos Transportes, Planejamento dos Transportes, Planejamento dos Transportes"
7795258578825314,Danielle Marra de Freitas Silva Azevedo,"Comportamento animal (aprendizado e memória espacial) e neuroquímica, Proteínas de superfície de formas amastigotas de Trypanosoma cruzi, Grupo de Pesquisa CENEB - Área: Biomateriais e Engenharia de Tecidos, Biomateriais e Fosfatos de cálcio",0,0,0,", Biologia Molecular, Biomateriais, Biologia Celular"
7811891165596111,Leonardo Gomes Martins Coelho,,0,0,0,", Treinamento Esportivo e Fisiologia do Exercício, Futebol e Futsal"
7815891176085297,Hilton André Avelino,,0,0,0,
7821326851834712,Hélcio Queiroz Braga,Releções Internacionais - Minas Gerais no MERCOSUL,0,0,0,"História Moderna e Contemporânea, Política Internacional, Língua Portuguesa"
7844638464222284,Alex Sander Amável Luiz,"Eletrônica de Potência-Conversores, Inversores e Fontes Chaveadas, Controle de Motores de Indução, Geradores Eólicos de Indução, Observadores e Estimadores para Máquinas de Indução, Reatores Eletrônicos, Sistemas de Iluminação Eficientes",0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, Eletrônica Industrial, Sistemas e Controles Eletrônicos, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Eletrônica Industrial, Sistemas e Controles Eletrônicos, Sistemas Elétricos de Potência"
7847172684802910,Ricardo Zenobio Darwich,,0,0,0,"Saneamento Ambiental, "
7848078737558409,Tamyris Teixeira da Cunha,,0,0,0,", Química Inorgânica, Química Inorgânica, Físico-Química, Química Analítica"
7848995220297181,Péter Ludvig,"Nanocompósitos de cimento Portland e nanotubos de carbono, Nanotecnologia aplicada a materiais a base de cimento, Blocos de concreto com adição de EPS para alvenaria estrutural, Concreto de ultra alto desempenho, Líder do Grupo de Pesquisa certificado pelo CNPq &quot;Nanotecnologia aplicada à construção civil&quot;, Comportamento em elevadas temperaturas de concretos de ultra-alto desempenho",0,0,0,"Estruturas, Nanomateriais, Construção Civil"
7888723145313581,Ant&ocirc;nio Vital Lara J&uacute;nior,,0,0,0,", Manuten&ccedil;&atilde;o, Rob&oacute;tica, Mecatr&ocirc;nica, Automa&ccedil;&atilde;o"
7891036720116182,Eduardo Henrique Lacerda Coutinho,,0,0,0,
7892039987874375,Alexandre Rodrigues Farias,,0,0,0,"Circuitos Elétricos, Magnéticos e Eletrônicos, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Sistemas Elétricos de Potência, Engenharia Médica, Aplicações de Radioisótopos, Radiologia Médica"
7911802817544458,Karina Lúcia Ribeiro Canabrava,,0,0,0,
7918053392124549,Laísa do Rosário Souza Carneiro,,0,0,0,", "
7920855102172032,José Lima Júnior,,0,0,0,", Tópicos Específicos de Educação"
7930313966975567,Maria Gabriella Mayworm de Castro,,0,0,0,"Lingüística Aplicada, Línguas Estrangeiras Modernas, Língua Portuguesa, Literaturas Estrangeiras Modernas, Literatura Brasileira"
7932734367549405,Ronnielli Chagas de Oliveira,"Engenharia Elétrica;, Energia solar fotovoltaica;, Eficiência energética.",0,0,0,"Fontes Renováveis de Energia, Planejamento Energético, Desenvolvimento de projetos elétricos residenciais e industriais, Ensino Profissionalizante"
7941270249836167,João Batista Santiago Sobrinho,,0,0,0,"Literatura Brasileira, Teoria Literária, Língua Portuguesa, "
7941994866135686,Carla Barbosa Moreira,,0,0,0,", ANÁLISE DO DISCURSO, Teoria e Análise Lingüística, História das Ideias Linguísticas"
7946921413803113,Luzia Sergina de França Neta,,0,0,0,", Aplicação de Processos de Separação com Membranas, Processos de separação por membranas"
7947729361297607,Regimeire Freitas Aquino,,0,0,0,"Controle de Poluição, Controle de Poluição, Controle de Poluição, Ciência do Solo, Ciência do Solo, "
7957250036337436,Marcos Racilan Andrade,"Experiências de ensino e aprendizagem de línguas em interface direta com as tecnologias digitais - Grupo de Pesquisa NALET (Núcleo de Aprendizagem de Línguas e Ensino Tecnológico), Linha III - Linguagens, Ensino e Mediações Tecnológicas",0,0,0,"Línguas Estrangeiras Modernas, Lingüística Aplicada, Ensino-Aprendizagem, Ensino-Aprendizagem, Administração Educacional"
7957684368249431,Ivonilde de Oliveira Lelles,,0,0,0,"Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Eletrônica Industrial, Sistemas e Controles Eletrônicos, Circuitos Elétricos, Magnéticos e Eletrônicos"
7962146839706796,Breno Rodrigues Lamaghere Galvão,"Estrutura eletrônica, nanoclusters, Superfícies de Energia Potencial, Dinâmica Reacional",0,0,0,Físico-Química
7962675014332425,João Bosco de Faria Fonseca,,0,0,0,
7979338384555091,Sidney Nicodemos da Silva,"Biomateriais, Reciclagem e Mitigação de Efluentes, Materiais-inteligentes, Caracterização Microestrutural de Materiais, Processos de Fabricação, Caracterização de biomateriais revestidos com hidroxiapatita, Ciências Biológicas, Engenharia de Materiais",0,0,0,", Engenharia Médica, Materiais Não-Metálicos, Reciclagem"
7993884470620483,Juliana Reinert,,0,0,0,"Geotécnica, "
8024964637108897,Kaciana Fernandes Alonso,,0,0,0,"Línguas Estrangeiras Modernas, Literaturas Estrangeiras Modernas, "
8081307168629373,Valeria Antonia Justino Rodrigues,,0,0,0,
8085894055722775,Renata Barbosa de Oliveira,,0,0,0,"Teoria da Computação, Metodologia e Técnicas da Computação, Metodologia e Técnicas da Computação, Metodologia e Técnicas da Computação, Modelagem Computacional, Teoria da Computação"
8094743298562984,Emanuel Philipe Pereira Soares Ramos,,0,0,0,"Fontes Renováveis de Energia, Sistemas Elétricos de Potência, Sistemas Elétricos de Potência, Sistemas Elétricos de Potência"
8102960505841528,Fernando Brandão Rodrigues da Silva,"Caracterização tecnológica de quartzitos, Caracterização tecnológica de pedra sabão",0,0,0,"Lavra, Caracterização tecnológica de minérios, Tratamento de minérios, Flotação, Planejamento de experimentos"
8103621989556344,Alexandre Francisco Alves,,0,0,0,", Educação, Lazer"
,Rodrigo de Souza Fortunato,,0,0,0,"Sistemas Elétricos de Potência, Sistemas Elétricos de Potência, Sistemas Elétricos de Potência"
8108524028271329,Ezequiel de Souza Costa Júnior,"BIOMATERIAIS, SELEÇÃO, PROCESSAMENTO E CARACTERIZAÇÃO, RECICLAGEM",0,0,0,"Fenômenos de Transporte, Engenharia Térmica, Projetos de Máquinas, Engenharia de Materiais e Metalúrgica, Biomateriais, Polímeros, Aplicações"
8112101978437963,Terezinha Ribeiro Alvim,"Currículo em Educação Tecnológica, Ensino, aprendizagem e avaliação em Laboratório de Química, Redução de Escala de Métodos Volumétricos, Redução de escala de métodos volumétricos de análise, Currículo, Ensino, aprendizagem e avaliação em Laboratório Escolar.",0,0,0,"Educação Tecnológica, Educação e ciências, Química Analítica, Ensino-Aprendizagem"
8116916425068128,Luciana Teixeira Batista,,0,0,0,
8124208247638702,Marcelo Valadares de Magalhães Pereira,"Propriedades ópticas e elétricas de polímeros semicondutores, suas blendas e nanocompósitos, Propriedades ópticas de heteroestruturas semicondutoras, Propriedades ópticas e elétricas de polímeros semicondutores e nanocompósitos",0,0,0,"Física da Matéria Condensada, Materiais Não-Metálicos, Materiais Não-Metálicos, Materiais Elétricos"
8133873909164776,Nadiene Aparecida do Vale Santos,,0,0,0,", Físico-Química, Físico-Química"
8144288580324559,Bruno Macedo Gonçalves,,0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos"
8152790048990880,Ailton Lopes Souza,,0,0,0,", Sistemas Elétricos de Potência"
8166457127184488,Alexandre José Amaro e Castro,,0,0,0,"Literatura Brasileira, Teoria Literária, Língua Portuguesa"
8173180132274577,Sheila Rodrigues Oliveira,,0,0,0,", , "
8178787669759338,Maria Celeste Monteiro de Souza Costa,,0,0,0,"Processos de Fabricação, Processos de Fabricação, Engenharia Térmica, Processos de Fabricação"
8179821701098050,Fernanda Dusse,,0,0,0,"Teoria Literária, Teoria Literária, Literatura Brasileira"
8194844142469547,Paulo Vagner dos Santos,"Biologia e fisiologia de microalgas, Biorremediação e tratamento de águas residuárias, Produção de biocombustíveis por microalgas, Produção de cianotoxinas, Bioprospecção e cultivo de microalgas",0,0,0,"Saneamento Ambiental, Fontes Renováveis de Energia, Biologia e Fisiologia dos Microorganismos, Saneamento Ambiental, Tratamento de Águas de Abastecimento e Residuárias, Ecologia de ambientes aquáticos"
8196851397647192,Reginaldo Braga de Sousa,,0,0,0,
8208775967045376,Leonardo Lacerda Alves,Sistemas de Informação,0,0,0,"Biblioteconomia, Metodologia e Técnicas da Computação, Metodologia e Técnicas da Computação"
8209147061260051,Daniel Enrique Castro,"Tratamentos Termomecânicos, Análise micro-estrutural de ligas metálicas, Fadiga de Materiais Aeronáuticos, Fadiga de materiais, confiabilidade de sistemas e Manutenção Industrial, Limite de cargas cíclicas para propagação de fissuras, Modelagem de comportamento termo-mecânico de componentes de turbina utilizando Elementos Finitos, Eficiência Energética, Sistemas energéticos, Confiabilidade de Sistemas",0,0,0,"Manutenção Industrial, Manutenção industrial e Engenharia de Manutenção, Eficiência de Sistemas Energéticos, Reciclagem de veículos e Sustentabilidade Industrial, Fadiga de materiais, Fractomecânica e propriedades mecânicas dos materiais metálicos"
8210963934060506,Adriano Gonçalves da Silva,"Educação Física, Cultura e Lazer, Práticas Corporais e Meio Ambiente, Formação e Atuação Profissional em Lazer",0,0,0,"Educação Física Esporte e Lazer, Educação Física Esporte e Lazer, Corporeidade, lúdico e educação, Educação Física Esporte e Lazer"
8214099241539933,Gláucio Geraldo Moura Fernandes,Experiências de ensino e aprendizagem de línguas em interface direta com as tecnologias digitais - Grupo de Pesquisa NALET,0,0,0,"Ensino de Língua Inglesa como Segunda Língua, Ensino de Língua Portuguesa como Língua Estrangeira"
8214248477366633,Michelle Almeida de Vasconcelos,,0,0,0,", , , Estatística, Laboratório de Física"
8274357459966258,Silvani dos Santos Valentim,Processos Formativos em Educação Tecnológica,0,0,0,"Sociologia e Antropologia da Educação, Formação de Professores, estudos de gênero e diversidades, Educação das Relações Etnicorraciais, Educação de Jovens e Adultos e Ensino Profissional"
8283451288603600,Edson Marchetti da Silva,Processamento Linguagem Natural,0,0,0,", , Administração Marketing e Estratégia"
8287500609448744,Bruno Randazzo Baroni,"Conversores multiníveis, Eliminação seletiva de harmônicos, Transmissão HVDC, Geração Distribuída Fotovoltaica, Sistemas Elétricos de Potência, Envelhecimento de Transformadores, Tarifas de Energia, Máquinas Elétricas, Impactos da geração distribuída nos sistemas de distribuição, Acionamentos Elétricos",0,0,0,"Sistema Elétrico de Potência, Geração Distribuída Fotovoltaica, Máquinas Elétricas e Dispositivos de Potência, Tarifas de Energia Elétrica"
