Identificador,Nome,Linhas de Pesquisa,Membros de Corpo Editorial,Revisores de Periódico,Revisores de Projeto de Fomento,Áreas de Atuação
9919904880321427,Thalita Kelen Leal do Prado,,0,0,0,Modelos de Regressão não lineares
9930817600272042,Laura Rosa Gomes Franca,Desenvolvimento da Metrologia; Tecnologia Industrial Básica,0,0,0,"Física Geral, Gerência de Produção, Tecnologia Industrial Básica"
9943126891053655,Luciana Rita Nicacio,"Processamento de Sinais Biológicos, Instrumentação Biomédica, Processamento de Sinais Biológicos, Processamento de Sinais Biológicos",0,0,0,Bioengenharia
9950375487616051,Daniela Cristina Cascini Peixoto,"Melhoria de Processos de Software, Jogos educacionais, Engenharia de Software Baseada em Buscas",0,0,0,", Engenharia de Software"
9954219816319656,Virgínia Tambasco Freire,,0,0,0,"Projeto de Arquitetura e Urbanismo, Projeto de Arquitetura e Urbanismo"
9960688148810314,Ronei Sandro Vieira,"Equações Diferenciais Parciais, Educação matemática",0,0,0,"Análise, EDUCAÇÃO MATEMÁTICA"
9989399943912374,Paulo Eduardo Lopes Barbieri,"Eficiência Energética, Trocadores de Calor, Refrigeração e Ar Condicionado, Mudança de Fase, Termodinâmica",0,0,0,"Engenharia Térmica, Fenômenos de Transporte, , Fenômenos de Transporte"
9975439790417497,Nícolas Rodrigues Nunes Bessa,,0,0,0,", Lingüística Aplicada, "
9975443594398012,Werton Alvarenga Bastos,,0,0,0,
9975460526135361,Miraci Aparecida Silva Cerqueira,,0,0,0,
9975478159456456,Luiza Moreira Nogueira de Amorim,,0,0,0,
9975481622620216,Leilane Henriette Barreto Chiappetta Santana,,0,0,0,"Fundamentos e Medidas da Psicologia, Fundamentos e Medidas da Psicologia, Fundamentos e Medidas da Psicologia, AVALIAÇÃO PSICOLÓGICA, , Métodos Projetivos"
9975498473705085,Adilson de Chaves,,0,0,0,"Geologia, Geologia, Geografia Física, Geofísica, Geodésia, Geologia"
9975514743030326,Bruno Barbanti,,0,0,0,", , "
9975528502998864,Givago Prandini Maia,,0,0,0,"Direito Processual Civil, Penal, Militar e Internacional, Direito Internacional Público e Privado, Hermenêutica Jurídica e Filosofia do Direito, Direito Material e Processual Administrativo e Militar, Ciência Política (com Teoria Geral do Estado) e Introdução ao Estudo do Direito, Direito Econômico"
,Maria de Fátima Santos Gottschalg,,0,0,0,", , Geografia Humana, Políticas Públicas, Desenvolvimento Comunitário, "
9975570736614713,Rafael Silva Paolini,,0,0,0,
9975572586135097,Gabriela Rastelli Bermejo,,0,0,0,"Conservação ambiental, Genética, Botânica"
9975593506835255,Arnaldo Luis Costa Marion,,0,0,0,
9975594607712681,Alcino Tadeu Ferreira,,0,0,0,", Radiologia Médica"
9975597722334547,Bárbara Klasmann Serra,,0,0,0,
9975608697544074,Warita Alves de Melo,,0,0,0,
9975613708130726,Odair Gomes Salles,,0,0,0,
9975654511926601,Bianca Silva Queiroz,,0,0,0,"Planejamento Energético, Tratamento de Águas de Abastecimento e Residuárias, Saneamento Básico, Saneamento Básico, Saneamento Ambiental, "
9975672631195158,Gisele Flores Caldas Manhães,,0,0,0,", Ensino de Português e Inglês, Tradução"
9975684194742380,Alessandra de Santana da Silva,,0,0,0,
9975697242137212,Manuel Bruno Caetano Sanguineto Santos,,0,0,0,"LICENCIATURA, Ensino-Aprendizagem, APRENDIZAGEM SIGNIFICATIVA, Educação em Ciências e Matemática"
9975705395475652,Haroldo Rodrigues Pena,,0,0,0,"Administração de Empresas, Administração de Empresas, Administração de Empresas, Economia Monetária e Fiscal, Direito Privado, Economia Monetária e Fiscal"
9975753814682990,Rita Deheinzelin Kohl,,0,0,0,"Literaturas Estrangeiras Modernas, Línguas Estrangeiras Modernas, Língua Portuguesa, Teoria Literária, Teoria da Tradução"
9975765955822470,Marcos Antônio Silva Batista,,0,0,0,"Ética, História da Filosofia, Epistemologia, Teoria do Direito, Teoria do Direito"
9975772326795912,Carolina Pereira Cardoso Carvalho,,0,0,0,
9975772465099575,Natan Savietto,,0,0,0,
,Niva Helena Bonenberger,,0,0,0,
9975818315291659,Maria Elisa Vicentini,,0,0,0,", Ciência do Solo, Fontes Renováveis de Energia"
9975851137438215,Delmar Alves de Araújo,,0,0,0,"História, Educação, Língua Portuguesa, Turismo, Roteiro e Direção Cinematográficos"
9975862379287707,Jackson Rodrigues de Sousa Junior,,0,0,0,"Ciências Militares, OPERAÇÕES MILITARES, estratégia, Ensino-Aprendizagem, História, Geografia"
9975891576387453,Jorge Ferreira Duarte,,0,0,0,
9975937966514556,Roberta Araujo Silva,,0,0,0,"PSICOLOGIA CLÍNICA, Psicologia Social, Psicologia do Ensino e da Aprendizagem"
9975963766645695,Márcia Cuenca Campos Mendes,,0,0,0,"Saúde Bucal Coletiva, Odontologia Legal, Orientação Profissional Odontológica"
9976024906757803,Gabriela Rodrigues Gois,,0,0,0,", Geografia Humana, Desenvolvimento Rural"
9976027408664563,José Ivanildo da Silva Filho,,0,0,0,", , "
9976030041500860,Glaucia Almeida Reis Blanco,,0,0,0,
9976036050723351,Bruno de Souza Muswieck,"Redes, Medições Elétricas, Comunicação sem fio, Sistemas Embarcados, Gerenciamento de Projetos",0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, Eletrônica Industrial, Sistemas e Controles Eletrônicos, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação, Telecomunicações, Fenômenos de Transporte"
9976054482253093,Bruna de Abreu Martins,,0,0,0,"Microeconomia, Setor público, Federalismo fiscal"
9976061417189914,Fábio Kenji Shiratori,,0,0,0,Prótese Dentária
9976061526614222,Anderson José Saretta Tomaz da Silva,,0,0,0,"Metalurgia de Transformação, Metalurgia de Transformação, Metalurgia de Transformação"
9976066808523308,Flávia Leal Corrêa,,0,0,0,"Administração de Empresas, GESTÃO DE PESSOAS, RECURSOS HUMANOS, , Fundamentos da Educação, Planejamento e Avaliação Educacional"
9976073809594336,Gustavo Zigoni de Oliveira Ribeiro,,0,0,0,"Enfermagem em Urgência e Emergência, Enfermagem em Saúde do Adulto e do Idoso, Administração"
9976074440879196,Jaquicilene Ferreira da Silva Alves,,0,0,0,", Audiovisual, Cinema, Relações Étnico-raciais, Educação em Direitos Humanos"
9976104885157112,Alessandro Rodrigues Brandão Correia,,0,0,0,", , , "
9976108622830627,Paula Cristina Bueno Rompe,,0,0,0,
,Karin Hlavnicka SKitnevsky,,0,0,0,"Direito Privado, Direito Privado, Direito Privado"
9976182506591552,Elizandra Fiorin Soares,,0,0,0,"Currículo, Tópicos Específicos de Educação, Ensino-Aprendizagem, "
9976198420335370,Williana de Souza Costa,,0,0,0,", , marketing"
9976210137794926,Diana Elizabette Lima do Amaral,,0,0,0,", Educação, Educação à Distância"
9976224212123518,Júlia Audi Feigenblatt,,0,0,0,Tópicos Específicos de Educação
9976232905081366,Danyella Kessea Travassos Arlotta Meireles,,0,0,0,"Gestão, Planejamento, Monitoramento e Avaliação, Saúde Pública, Epidemiologia, Enfermagem em Saúde Coletiva, Enfermagem em Doenças Emergentes, Reemergentes e Negligenciadas"
,Elio Tolfo,,0,0,0,
9976257720994950,Diógenes Nicolau Lawand,"História Oral, Memória da Educação, Preservação e divulgação de indicadores de memória, Educação Patrimonial, Arquivística",0,0,0,", , MUSEOLOGIA, História Oral"
9976263000560685,Filipe Krasinski Cestari,,0,0,0,
9976272584952656,Alberi Antunes,,0,0,0,", Ensino de Física, Física Nuclear, Física Geral, "
9976273899551619,Júlio César Tanos de Lacerda,,0,0,0,"Cirurgia Buco-Maxilo-Facial, Estomatologia, implantodontia, Clínica Odontológica"
9976276040058173,Nicolau Tancredi Ribeiro,,0,0,0,
9976288871389616,Marcos Barcellos Hervé,"Projeto de Circuitos Integrados, Microeletrônica, Reuso de Redes Intrachip para o Teste de SoCs, Eletrônica",0,0,0,", Projeto de Circuitos Integrados, Testes de Circuitos Integrados, Circuitos Elétricos, Magnéticos e Eletrônicos, Medidas Elétricas, Magnéticas e Eletrônicas; Instrumentação"
9976326382203905,Priscilla Felício Sousa,,0,0,0,
9976343860849707,Luciana Numata Koga,,0,0,0,
9976355320633269,Andréia Cristina Güther Sgarbi,,0,0,0,"Odontologia Legal, "
9976417481501044,Ieda Maria Leonel,,0,0,0,"Saúde do adulto, Rastreamentos e Check ups, Saúde da Mulher, Pré natal de baixo risco e  Puerpério, Saúde do idoso, Saúde da criança, agravos prevalentes e puericultura, Educação Médica"
9976421618986611,Karina Cristofoletti Sarto,,0,0,0,", "
9976426295830851,João Francisco de Castro Silveira,,0,0,0,
9976442094342692,Túlio Max de Oliveira Guimarães,,0,0,0,", , Entomologia, Biologia da Conservação, Avaliação de Impactos Ambientais"
9976449458238141,Guilherme Antonio Borges,"Computação Móvel, Ubíqua e Pervasiva, Sistemas Distribuídos",0,0,0,"Sistemas de Computação, Sistemas Distribuídos, Computação de Alto Desempenho"
9976454575521335,Lilian Piro de Oliveira,,0,0,0,
9976466206281662,Marcella Silva Ramos,,0,0,0,
9976471201397409,Vitor Silva Barbosa,,0,0,0,
9976474581460909,Kledson Martins Lemes,,0,0,0,
9976485279834469,Priscila de Fátima Silva,"Empregabilidade e empreendedorismo, Gestão empresarial e educacional",0,0,0,", Tópicos Específicos de Educação, Currículo, Planejamento e Avaliação Educacional, Orientação e Aconselhamento"
9976518484176847,Mariana Collodetti Bernardino,,0,0,0,"Microbiologia, biomedicina estética, Imunologia"
9976519193494871,Ana Beatriz de Almeida,,0,0,0,Terapia Ocupacional
9976561855244379,Ighor Costa Barreto,"Investigação de produtos naturais com atividade acaricida, Analise da diversidade genética de gêneros de espécies vegetais utilizando marcadores moleculares",0,0,0,"Química Orgânica, Biologia Molecular, Fitoquímica"
9976563324613037,Maria do Rosário de Oliveira Teixeira,Avaliação e desenvolvimento de cultivares de milho e soja,0,0,0,Fitotecnia
9976616466162748,Florizel de Medeiros Júnior,,0,0,0,"Antropologia Rural, Antropologia Social, História do Brasil, Arqueologia Pré-Histórica, Arqueologia Histórica"
9976673001220912,Mônica Maciel Soares Fonseca,,0,0,0,Direito - Infância e Juventude
,Marcos Celso Alves,,0,0,0,
9976757041438619,Talita Moreira Urpia,,0,0,0,
9976792247531481,Bernardo Keiserman,,0,0,0,
9976806930125526,Juliana Pacheco Oliveira Neves,,0,0,0,
9976814547986584,Mara Regina Nieckel da Costa,Educação Especial,0,0,0,"Psicologia do Desenvolvimento Humano, Ensino-Aprendizagem"
9976837204231674,Bruna Gracieli de Souza,,0,0,0,
9976860658972657,Valéria Couto Quintão,,0,0,0,
9976862529295186,Margareth de Oliveira Michel,"Análise dos processos de emissão e recepção de produtos veiculados pelas Mídias - Código Área do CNPQ 6.09.03.00 - Pesquisa: A influência da televisão no desempenho escolar e na socialização de crianças de 1 a 4a. séries do 1o. Grau, Análises na perspectiva da Comunicação Organizacional - Código de Área CNPQ 6.09.04.00 - Pesquisa ""A Comunicação utilizada pelas empresas em Pelotas, Análises na perspectiva da Comunicação Organizacional- Código de Área CNPQ 6.09.04.00 - Pesquisa: A Comunicação como Variável no Processo de Sobrevivência das Pequenas Empresas, Código de Área CNPQ 6.00.00.00-7 - Pesquisa: As Novas Tecnologias e o Ensino de Comunicação: relação professor/aluno/tecnologia, Código de Área CNPQ 6.00.00.00-7 - Pesquisa: As empresas de pequeno porte: o comportamento organizacional e a influência da cultura na comunicação e aceitação dos valores, normas e objetivos organizacionais pelos públicos externos e internos, Pesquisas Mercadológicas e de Opinião Pública na área de Comunicação Organizacional",0,0,0,"Relações Públicas e Propaganda, Teoria da Comunicação, Psicologia Social, Psicologia do Trabalho e Organizacional"
9976880076551487,Francisco Jadson Miranda Viana,,0,0,0,", TELEINFORMÁTICA, Circuitos Elétricos, Magnéticos e Eletrônicos, "
,Alessandro Grimaldi de Souza,,0,0,0,", Cavalaria, Cavalaria, Ensino-Aprendizagem, Ensino-Aprendizagem, Ensino-Aprendizagem"
9976901113589284,Ramásio Ferreira de Melo,,0,0,0,"Metodologia e Técnicas da Computação, Sistemas de Computação, Sistemas de Computação, Sistemas de Computação, Sistemas de Computação"
9976908972405793,Marcos Jose de Lima Lemes,,0,0,0,Química Analítica
9976945030051400,Carlos Alberto de Lima Botelho,,0,0,0,
9976945053869044,Rinaldo de Castilho Rossi,"Segregação urbana e pensamento decolonial na América Latina, Agricultura urbana e periurbana, Impactos da IIRSA na Amazônia",0,0,0,"Geografia Humana, Geografia Humana, Geografia Regional"
9976960524702835,Márcia Janiele Nunes da Cunha Lima,,0,0,0,
9976979056532193,Nafria Chianca da Silva Soares,,0,0,0,"Enfermagem em Saúde Coletiva, letras"
9976980685648186,Heitor Lins Peixoto,,0,0,0,"Administração de Empresas, "
9976994758941814,Renato Aparecido Terezan de Moura,,0,0,0,", Sociologia do Conhecimento, Teoria da Computação, Ensino-Aprendizagem, Inclusão Digital e Software Livre"
,Silvia Patrícia Bezerra Rocha,,0,0,0,
9976996140723640,Heloíse Rodrigues Alves de Sá,"Identificação de madeiras amazônicas, Caracterização tecnológica de madeiras amazônicas",0,0,0,"Tecnologia e Utilização de Produtos Florestais, Anatomia da Madeira, Educação Ambiental"
9977003710687062,Marco Antonio Batistella Longo,,0,0,0,"Ética, , , Teoria do Direito, Filosofia Política"
9977024545157841,Douglas de Barros Ibarra Papa,"A crise da legalidade penal: desafios e perspectivas, Retórica, Argumentação e Juridicidades",0,0,0,
9977033438700293,Landry Pereira da Silva,,0,0,0,"Sistemas de Computação, Teoria da Computação, Teoria da Computação, Matemática da Computação, Matemática da Computação, Metodologia e Técnicas da Computação"
9977055962287606,Iara Grandino,,0,0,0,
9977063065231365,Ana Paula Barbosa do Carmo,,0,0,0,"Química Analítica, Química Analítica, Toxicologia"
9977071173749085,Maxlanio Dias Sousa,,0,0,0,", Geografia Humana, Geografia Humana, Educação Inclusiva"
9977074840122068,Daniela Maria Weber,,0,0,0,"EDUCAÇÃO DE JOVENS E ADULTOS, , "
9977079114642952,Elisa Mirales,Cadeias Produtivas,0,0,0,Administração de Empresas
9977095468065063,Gabriel Félix Fialho Tavares,,0,0,0,História do Brasil
9977202696614233,Lucas Balinhas Farias,,0,0,0,"Clínica e Cirurgia Animal, Reprodução Animal"
9977204845427732,Vandreça Vigarani Durigon,,0,0,0,", "
,Débora Parra Sellera,,0,0,0,
9977260139812745,Juan Ferreira Vidal,,0,0,0,"Engenharia Elétrica, Inteligência Artificial e Redes Neurais, Computação Natural, Sistemas de Computação, Eletrônica Industrial, Sistemas e Controles Eletrônicos"
9977329972969525,Claudia Maria Veras Maior,,0,0,0,
,Giovana Morali Ramos,,0,0,0,Álgebra
9977374672383027,Valdenice Pestana Bomfim,,0,0,0,
9977376246955753,Sarah Regina Franco,,0,0,0,"Saúde Materno-Infantil, Saúde Materno-Infantil, "
9977401358343874,Lucimara Rodrigues da Silva,,0,0,0,"Microbiologia Aplicada, PERMACULTURA, , Ensino-Aprendizagem"
9977454760445926,Mauro César da Silva Ferraz,FILOSOFIA E ENSINO,0,0,0,", FILOSOFIA"
9977454920726445,Josiane Aparecida de Carvalho,,0,0,0,", Imunogenética, Imunologia Aplicada"
9977459716859437,Carla França Medeiros,,0,0,0,"Administração Pública, Gerência de Produção, "
9977552461390238,Reinaldo Regis Silva,,0,0,0,"Clínica Médica, Neurologia Infantil"
9977571455268919,Alinne Gomes Marques,,0,0,0,", , "
9977577690558471,Maria Aparecida Rosa da Silva Santos,,0,0,0,educação
9977595095054831,Damiao Uetimane Nguluve,,0,0,0,
9977596360910746,Rafael Alves Nespolo,,0,0,0,
9977639247373880,Flávio dos Santos Brito,"Subsídios à implantação da Política de Assistência Social no estado de Minas Gerais sob a ótica do Sistema ùnico de Assistência Social - SUAS, Família e Gênero",0,0,0,"TÉCNICA DE COMUNICAÇÃO CIENTÍFICA - MONITORIA, Serviço Social, Metodologia Científica, Orientação e Supervisão de Estágio, Noções de Produção, Metodologia em Educação a Distância"
9977655997362523,Denise Lacortte,,0,0,0,", Direito Privado, Direito Privado, Direito Público"
9977682450646371,Jose Fernando Domiciano,,0,0,0,
9977731803585253,Andersson Teixeira Ribeiro,,0,0,0,", , Marketing"
9977815573265253,José de Maria Albuquerque de Melo Júnior,,0,0,0,
9977824776630454,Larissa Tristão Gramacho,,0,0,0,", , , "
9977847999441997,Diego Silveira da Cunha,,0,0,0,"Teologia Prática, Teologia Sistemática"
9977853613935643,Guilherme Conceição Concas,,0,0,0,"Áreas Clássicas de Fenomenologia e suas Aplicações, Interdisciplinaridade no Ensino de Ciências"
,Antonio Edson de Castro Lima,,0,0,0,
9977864351471881,Ítallo Lins Paes de Araújo,,0,0,0,
9977867436404392,Kátia Malena Sampaio Campêlo,,0,0,0,
,Dacia Fingerhut Herbst,,0,0,0,
9977879495447081,Franciele Cristiane de Oliveira Costa Alves da Luz,,0,0,0,
9977885953747303,José Ciríaco Silva Dutra,,0,0,0,
9977952315284995,Liliane Melo do Amaral,,0,0,0,"Linguagem, Literatura Infantil, Ensino de História, História Latino-Americana, História do Brasil"
9977979871715688,José Nunes Filho,,0,0,0,"Desenho de Produto, Administração de Empresas, Engenharia do Produto, Eletrônica Industrial, Sistemas e Controles Eletrônicos, , Economia Industrial"
9977986021864974,Tania Maria de Oliveira Cordeiro,,0,0,0,"VIGILÃNCIA EM SAÚDE, Planejamento, Monitoramento e Avaliação, VIGILÂNCIA EM SAÚDE AMBIENTAL, VIGILÂNCIA SANITÁRIA, Epidemiologia"
9978011179725606,Jullianna Vitório Vieira de Azevedo,,0,0,0,", Epidemiologia, Saude Ambiental"
9978021997436790,Marcel Jacon Cezare,,0,0,0,"Eletrônica Industrial, Sistemas e Controles Eletrônicos, Sistemas Elétricos de Potência, Circuitos Elétricos, Magnéticos e Eletrônicos"
9978050456737499,Leonardo Magalhães da Silva,,0,0,0,"Fisíca Aplicada, Física experimental, Ensino de Física, Eletricidade: Montagem de Circuitos Elétricos"
9978061503807720,Almir Schäffer,,0,0,0,"Estruturas, Estruturas"
,Adriana Fuga,,0,0,0,
,Alan de Freitas Passos,,0,0,0,"Medicina Legal e Deontologia, , "
9978089707316619,Wesley Lopes Kuhn,,0,0,0,"Jornalismo, Comunicação, Sociologia Política"
9978120143458461,Suéllen Rodolfo Martinelli,,0,0,0,"Pensamento Computacional, Ensino de Computação para Educação Básica, Formação Continuada, Programação baseada em Blocos Lógicos, Atividades Desplugadas e Plugadas, Análise e Desenvolvimento de Sistemas"
9978121026284962,Eliana Moreira de Lacerda,,0,0,0,", Biblioteconomia, Direito"
9978143318111718,Nícolas Pereira Borges,,0,0,0,"Stealth, Redes adaptativas, Drones, Inteligência Artificial, Processamento Digital de Imagens, Sistemas de Informações Geográficas"
9978170888859504,Isaque José Bueno,,0,0,0,"História da Filosofia, Ética, Psicologia Social, , Tratamento e Prevenção Psicológica, Epistemologia"
9978177624852683,Luciana Carla Lopes de Andrade,"Saúde, clínica e práticas psicológicas",0,0,0,", Psicanálise, Psicologia clínica, Psicologia e os processos psicológicos básicos"
9978245460300788,Sara de Castro Cândido,,0,0,0,", , "
9978256375456309,Leonardo Dantas Rebouças da Silva,,0,0,0,"FISIOTERAPIA EM ORTOPEDIA TÉCNICA, FISIOTERAPIA EM TECNOLOGIA ASSISTIVA, FISIOTERAPIA ESPORTIVA E TRAUMATO-ORTOPEDICA"
9978260341819470,Magali Beatriz Augusto,,0,0,0,"Educação Inclusiva, Alfabetização e Letramento, Currículo, Ecologia Aplicada, Políticas Educacionais e Qualidade do Ensino, Planejamento e Avaliação Educacional"
9978312803589169,Augusto Moreira de Carvalho Junior,,0,0,0,
9978360907114800,Tarcimária Rocha Lula Gomes da Silva,,0,0,0,"Administração Educacional, Políticas Públicas, Administração Educacional, Tópicos Específicos de Educação, Planejamento e Avaliação Educacional, Planejamento e Avaliação Educacional"
9978367293933671,Natalí Pires Debia,,0,0,0,Química Orgânica
9978371718420448,Danielle de Carvalho Nebl Adeodato,,0,0,0,Anatomia Patológica e Patologia Clínica
9978383848494299,Sergio Geraldo de Resende,,0,0,0,"Fitotecnia, Fitotecnia, Fitotecnia, Fitotecnia, Fitotecnia"
9978388460956576,Marilia Antony Velloso,"Tratamento restaurador atraumático em crianças cardiopatas- Cardiopatias Congênitas; Endocardite Infecciosa; Restauração Atraumática, Hepatite- Avaliação do Grau de Imunização, Informação e Conscientização do Contingente Funcional. Hepatites Virais; Doenças Ocupacionais e Imunização, Educação e Prevenção: Princípios Básicos para Saúde Bucal em Gestantes. Gestante; Educação para Saúde Bucal, Avaliação clínica, radiográfica e histológica e efetivação do tratamento reabilitador em pacientes portadores de osteogênese e dentinogênese imperfeitas. Osteogênese, Dentinogênese Imperfeitas; Tratamento Reabilitador, Avaliação do periodonto de crianças e adolescentes portadores de diabetes melito tipo I. Diabetes Melito tipo I, Crianças e Adolescentes",0,0,0,"Diagnóstico e Cirurgia, Odontologia Social e Preventiva, Clínica Odontológica"
,Andre de Almeida Barros,,0,0,0,
9978402750643974,Renata Charvet Inckot,,0,0,0,
9978418650577851,Marcos Davi dos Santos,,0,0,0,", Tratamento e Prevenção Psicológica, Tópicos Específicos de Educação"
,Simone da Gama Silveira,,0,0,0,", "
9978492978565912,Daniel Mourão Martins,,0,0,0,"Sistemas de Computação, Segurança da Informação, Sistemas de Informação, Linguagens de Programação"
9978525584357128,José Augusto da Matta Guedes,Conversores Estáticos,0,0,0,
9978531817490159,Luciana Vieira Andrade,,0,0,0,", "
9978547316006524,Luciano Pereira Maniglia,,0,0,0,", Otorrinolaringologia e Cirurgia de Cabeça e Pescoço, Medicina do sono"
9978552379935568,Matheus Pinho de Carvalho Xisto,,0,0,0,
,Sheila da Silva Pereira,,0,0,0,
9978574852945505,Marcos Alves Mariano,,0,0,0,"Teoria da Computação, Teoria da Computação, Sistemas de Computação"
9978598888603093,Richard Santos Buchmann de Oliveira,,0,0,0,", Paleozoologia"
9978628833739857,Lucas Jardim Porto,,0,0,0,
9978695550202841,Ricardo Reppold Marinho,,0,0,0,"Metalurgia de Transformação, "
9978695718810802,Helder Botelho Frances,,0,0,0,
9978696024649377,Ana Laura Gonçalves Lomolino,"Linha 01: Arquitetura&#09;e&#09;Cidade:&#09;Teoria,&#09;história&#09;e&#09;conservação: aborda&#09;os&#09;temas ligados&#09;à&#09;teoria,&#09;história&#09;e&#09; conservação&#09;da&#09;arquitetura&#09;e&#09;da&#09;cidade,&#09;enfocando:&#09;história&#09;e&#09;historiografia&#09;da&#09;arquitetura&#09;e&#09;da&#09;arte&#09; moderna&#09;e&#09;contemporânea;&#09;teorias&#09;e&#09;prática",0,0,0,"Geografia Humana, Planejamento Urbano e Regional"
9978696391755763,Tarrara Alves Horsth,,0,0,0,
9978708652625255,Thiene de Lima Rodrigues,,0,0,0,
9978709701367874,Matheus Bortolanza Soares,,0,0,0,", Ciência do Solo"
9978719779804454,Mariza Souza Sato,,0,0,0,Serviço Social Aplicado
,Sergio Luis Amim,,0,0,0,", , "
9978743243955090,Yu Wang,,0,0,0,Sistemas Elétricos de Potência
9978752019242678,Paulo Henrique Trocoli da Silva,,0,0,0,", Rádio e Televisão, Rádio, Internet e Mídias Sociais, PRODUÇÃO EM COMUNICAÇÃO E CULTURA, Teatro"
9978778533164500,Maristela Carneiro de Campos Lima,CEAP,0,0,0,", Imunologia Celular, , "
9978779621260067,José Rogério Barreto,,0,0,0,
9978814041323883,Ana Celina Bentes Hamoy,,0,0,0,"Políticas Públicas, , Outras Sociologias Específicas"
9978814627086034,Nicolas Ribeiro Bertini,"Relatividade Geral, Cosmologia e Formalismo PPN",0,0,0,", Física Geral, Gravitação e Cosmologia"
9978837927914159,Carlos Eduardo de Albuquerque Vasconcelos Junior,,0,0,0,"Ensino-Aprendizagem, Metodologia e Técnicas da Computação, Projetos de Software, Redes de Computador, Segurança da Informação, Banco de Dados"
9978844273522761,Fernanda Bomtempo Valadares Guimaraes de Lima,,0,0,0,"Teoria do Direito, Teoria do Direito, Teoria do Direito, Teoria do Direito, Direito Público, Metodologia Ensino"
9978887407365087,Fernanda Cristina Neidert Batista,"Cidadania, Desenvolvimento, Psicologia Escolar, Psicologia Clínica, Psicologia Organizacional, Comportamento, Saúde e Meio Ambiente",0,0,0,"Psicologia do Trabalho e Organizacional, Psicologia Clínica, Psicologia Hospitalar, Psicologia da Saúde, Psicologia Educacional, Pesquisa"
9978939947111485,Petronio Cabral Ferreira,,0,0,0,
9978956556339949,Gilberto Costa do Nascimento,,0,0,0,", "
9978961479989294,Javier Rengifo Gonzales,,0,0,0,
9978968093855011,Letícia de Azevedo Ferreira,,0,0,0,Saúde da Mulher
,Mauricio Mitsuru Tanabe,,0,0,0,"Direito Privado, Administração de Empresas, "
9978983799994710,Nêmorah Bueno Urruzóla Garcia,,0,0,0,", Geologia, Ciência do Solo"
9979001129393374,Leônia Maria Santiago Cavalcante,"Qualidade de vida no trabalho, Saude Mental e trabalho, Gestão de pessoas, Gestão de pessoas, Gestão e modelagem de processos",0,0,0,", "
9979017190650490,Priscila Cavalcanti da Silva,CASA LEGAL - Programa de Regularização Fundiária de Interesse Social,0,0,0,", , Métodos e Técnicas do Planejamento Urbano e Regional, Projeto de Arquitetura e Urbanismo"
9979024370682936,Ivisson de Souza Tasso,,0,0,0,
9979036319724416,Eduardo Leal Guerra,,0,0,0,"Empreendedorismo, Sistemas Distribuídos, Engenharia de Software"
9979042154471941,Amanda Azis Alexandre,"Literatura Portuguesa, Teoria da Literatura, Práticas de Representação nos séculos XVI e XVII, Cultura e Identidade",0,0,0,"Literatura Portuguesa, Leitura e produção de textos, Literatura Brasileira, Teoria Literária"
9979051345826156,Marcos André Queiroz de Lima,"Linguagens, Discurso e Sociedade - Análise do Discurso, MEMÓRIA E HISTÓRIA: ESTUDOS FILOLÓGICOS E LEXICAIS",0,0,0,", Análise de Discurso, Lexicologia"
9979056291288478,Ana Mircéia Siqueira Saldanha,,0,0,0,
9979071708359848,Marcos Neves Bertolani,,0,0,0,Mecânica dos Sólidos
9979094205106340,Leonardo Rafael Medeiros,,0,0,0,"Educação Inclusiva, Ensino de Ciências e Biologia, Ecologia Aquática, Limnologia, Microbiologia Aquática"
9979099840709055,Sergio Luiz Ferreira,Análise de materiais fotográfico,0,0,0,Fotografia
9979117383585261,Alexssandra Juliane Vaz,,0,0,0,", Geografia física"
9979137998462818,Rebeca Torreão de Rojas,,0,0,0,
9979188311979247,Patricia Estrada Mejía,,0,0,0,
9979190652076493,Bernardo Kremer Diniz Gonçalves,,0,0,0,
9979191921229268,Marcus Vinicius Weber de Campos,,0,0,0,", Geotécnica, Geotécnica, Geotécnica, Geotécnica, Geotécnica"
9979195213856460,Marianne Monteiro Garrido,,0,0,0,controle de infecção hospitalar
,Marcos Vinicio da Rocha,,0,0,0,"Ensino-Aprendizagem, Ensino-Aprendizagem, "
9979205929719536,Janete Monteiro de Souza,,0,0,0,Sociologia Rural
9979215597848919,João Pedro Duarte da Silva,,0,0,0,"Engenharia, Fundição"
9979223249371319,Adriana dos Santos Sá Pedroni,,0,0,0,", "
9979229957448404,Daniele Stefani da Silva Corado,,0,0,0,História do Brasil
9979249227943200,Estevão Moreira Coêlho,,0,0,0,Relações Públicas e Propaganda
9979250952308226,Byatryz Mortagua de Oliveira,"Entomologia, Invertebrados do solo, Acarologia Agrícola, Acarologia Agrícola e Taxonomia",0,0,0,", Entomologia, Entomologia, Entomologia"
9979254375883353,Laurienne Evelyn de Castro Borges,,0,0,0,
9979265662232624,Fernanda Maria Garcia Gonzaga Napoleone,,0,0,0,", Fisioterapia Aplicada a Pediatria, Fisioterapia Cardológica, Fisioterapia Respiratória, Metodologia Científica"
